radius_m,temperature_kelvin,sample_depth_m,t_obs_s,regime,top_to_bottom_ratio,bottom_mass_fraction,used_homogeneous_short_circuit,used_equilibrated_short_circuit,used_method_c_fallback
5e-09,298.15,0.001,14400.0,homogeneous,0.9968702830173642,0.05007448234052045,True,False,False
5e-09,298.15,0.001,86400.0,homogeneous,0.9968702830173642,0.05007448234052045,True,False,False
5e-09,298.15,0.001,604800.0,homogeneous,0.9968702830173642,0.05007448234052045,True,False,False
5e-09,298.15,0.002,60.0,homogeneous,0.9937503611631199,0.05014903467291792,True,False,False
5e-09,298.15,0.002,600.0,homogeneous,0.9937503611631199,0.05014903467291792,True,False,False
5e-09,298.15,0.002,3600.0,homogeneous,0.9937503611631199,0.05014903467291792,True,False,False
5e-09,298.15,0.002,14400.0,homogeneous,0.9937503611631199,0.05014903467291792,True,False,False
5e-09,298.15,0.002,86400.0,homogeneous,0.9937503611631199,0.05014903467291792,True,False,False
5e-09,298.15,0.002,604800.0,homogeneous,0.9937503611631199,0.05014903467291792,True,False,False
5e-09,298.15,0.01,60.0,homogeneous,0.9691399523065748,0.0507479708936174,True,False,False
5e-09,298.15,0.01,600.0,homogeneous,0.9691399523065748,0.0507479708936174,True,False,False
5e-09,298.15,0.01,3600.0,homogeneous,0.9691399523065748,0.0507479708936174,True,False,False
5e-09,298.15,0.01,14400.0,homogeneous,0.9691399523065748,0.0507479708936174,True,False,False
5e-09,298.15,0.01,86400.0,homogeneous,0.9691399523065748,0.0507479708936174,True,False,False
5e-09,298.15,0.01,604800.0,homogeneous,0.9691399523065748,0.0507479708936174,True,False,False
5e-09,303.15,0.0001,60.0,homogeneous,0.9996915836438427,0.05000732635721783,True,False,False
5e-09,303.15,0.0001,600.0,homogeneous,0.9996915836438427,0.05000732635721783,True,False,False
5e-09,303.15,0.0001,3600.0,homogeneous,0.9996915836438427,0.05000732635721783,True,False,False
5e-09,303.15,0.0001,14400.0,homogeneous,0.9996915836438427,0.05000732635721783,True,False,False
5e-09,303.15,0.0001,86400.0,homogeneous,0.9996915836438427,0.05000732635721783,True,False,False
5e-09,303.15,0.0001,604800.0,homogeneous,0.9996915836438427,0.05000732635721783,True,False,False
5e-09,303.15,0.0005,60.0,homogeneous,0.9984588691323785,0.050036638565194747,True,False,False
5e-09,303.15,0.0005,600.0,homogeneous,0.9984588691323785,0.050036638565194747,True,False,False
5e-09,303.15,0.0005,3600.0,homogeneous,0.9984588691323785,0.050036638565194747,True,False,False
5e-09,303.15,0.0005,14400.0,homogeneous,0.9984588691323785,0.050036638565194747,True,False,False
5e-09,303.15,0.0005,86400.0,homogeneous,0.9984588691323785,0.050036638565194747,True,False,False
5e-09,303.15,0.0005,604800.0,homogeneous,0.9984588691323785,0.050036638565194747,True,False,False
5e-09,303.15,0.001,60.0,homogeneous,0.9969201133491081,0.05007329407690736,True,False,False
5e-09,303.15,0.001,600.0,homogeneous,0.9969201133491081,0.05007329407690736,True,False,False
5e-09,303.15,0.001,3600.0,homogeneous,0.9969201133491081,0.05007329407690736,True,False,False
5e-09,303.15,0.001,14400.0,homogeneous,0.9969201133491081,0.05007329407690736,True,False,False
5e-09,303.15,0.001,86400.0,homogeneous,0.9969201133491081,0.05007329407690736,True,False,False
5e-09,303.15,0.001,604800.0,homogeneous,0.9969201133491081,0.05007329407690736,True,False,False
5e-09,303.15,0.002,60.0,homogeneous,0.9938497123999986,0.05014665593154389,True,False,False
5e-09,303.15,0.002,600.0,homogeneous,0.9938497123999986,0.05014665593154389,True,False,False
5e-09,303.15,0.002,3600.0,homogeneous,0.9938497123999986,0.05014665593154389,True,False,False
5e-09,303.15,0.002,14400.0,homogeneous,0.9938497123999986,0.05014665593154389,True,False,False
5e-09,303.15,0.002,86400.0,homogeneous,0.9938497123999986,0.05014665593154389,True,False,False
5e-09,303.15,0.002,604800.0,homogeneous,0.9938497123999986,0.05014665593154389,True,False,False
5e-09,303.15,0.01,60.0,homogeneous,0.9696245031107686,0.050735988722799774,True,False,False
5e-09,303.15,0.01,600.0,homogeneous,0.9696245031107686,0.050735988722799774,True,False,False
5e-09,303.15,0.01,3600.0,homogeneous,0.9696245031107686,0.050735988722799774,True,False,False
5e-09,303.15,0.01,14400.0,homogeneous,0.9696245031107686,0.050735988722799774,True,False,False
5e-09,303.15,0.01,86400.0,homogeneous,0.9696245031107686,0.050735988722799774,True,False,False
5e-09,303.15,0.01,604800.0,homogeneous,0.9696245031107686,0.050735988722799774,True,False,False
5e-09,308.15,0.0001,60.0,homogeneous,0.9996963922058326,0.050007212108423314,True,False,False
5e-09,308.15,0.0001,600.0,homogeneous,0.9996963922058326,0.050007212108423314,True,False,False
5e-09,308.15,0.0001,3600.0,homogeneous,0.9996963922058326,0.050007212108423314,True,False,False
5e-09,308.15,0.0001,14400.0,homogeneous,0.9996963922058326,0.050007212108423314,True,False,False
5e-09,308.15,0.0001,86400.0,homogeneous,0.9996963922058326,0.050007212108423314,True,False,False
5e-09,308.15,0.0001,604800.0,homogeneous,0.9996963922058326,0.050007212108423314,True,False,False
5e-09,308.15,0.0005,60.0,homogeneous,0.9984828825262739,0.050036067111455466,True,False,False
5e-09,308.15,0.0005,600.0,homogeneous,0.9984828825262739,0.050036067111455466,True,False,False
5e-09,308.15,0.0005,3600.0,homogeneous,0.9984828825262739,0.050036067111455466,True,False,False
5e-09,308.15,0.0005,14400.0,homogeneous,0.9984828825262739,0.050036067111455466,True,False,False
5e-09,308.15,0.0005,86400.0,homogeneous,0.9984828825262739,0.050036067111455466,True,False,False
5e-09,308.15,0.0005,604800.0,homogeneous,0.9984828825262739,0.050036067111455466,True,False,False
5e-09,308.15,0.001,60.0,homogeneous,0.9969680666979769,0.05007215064506964,True,False,False
5e-09,308.15,0.001,600.0,homogeneous,0.9969680666979769,0.05007215064506964,True,False,False
5e-09,308.15,0.001,3600.0,homogeneous,0.9969680666979769,0.05007215064506964,True,False,False
5e-09,308.15,0.001,14400.0,homogeneous,0.9969680666979769,0.05007215064506964,True,False,False
5e-09,308.15,0.001,86400.0,homogeneous,0.9969680666979769,0.05007215064506964,True,False,False
5e-09,308.15,0.001,604800.0,homogeneous,0.9969680666979769,0.05007215064506964,True,False,False
5e-09,308.15,0.002,60.0,homogeneous,0.9939453260155016,0.05014436697081708,True,False,False
